Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
40,Cobrança de taxa de matrícula em universidades públicas._x000D_,"A cobrança de taxa de matrícula nas universidades públicas viola o disposto no art. 206, IV, da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. RICARDO LEWANDOWSKI,RE 500171
39,Extensão aos professores inativos da rede pública de ensino do Estado de São Paulo dos benefícios denominados “bônus” e “bônus mérito” concedidos aos professores em atividade.,"A questão da extensão aos professores aposentados do ensino público de São Paulo das vantagens pecuniárias denominadas “bônus” e “bônus mérito”, concedidas aos professores em atividade pelas Leis Complementares estaduais ns. 891/2000, 909/2001, 928/2002, 948/2003 e 963/2004, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 565713
38,Tema cancelado.,Em duplicidade com o Tema 37 da repercussão geral.,Cancelado · **Cancelado**,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,,RE 570846
37,"Responsabilidade objetiva do Estado por indenização referente a danos morais decorrentes de emissão de números idênticos de CPF para pessoas distintas, que implicou indevida inscrição em cadastro restritivo de crédito._x000D_","A questão da responsabilidade civil do Estado por danos morais decorrentes da emissão para mais de uma pessoa de idêntico número no Cadastro de Pessoas Físicas - CPF, ocasionando indevida inscrição de restrição ao crédito pessoal, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. MENEZES DIREITO,RE 570690
36,Competência da Justiça do Trabalho para execução de contribuições previdenciárias._x000D_,"A competência da Justiça do Trabalho prevista no art. 114, VIII, da Constituição Federal alcança somente a execução das contribuições previdenciárias relativas ao objeto da condenação constante das sentenças que proferir, não abrangida a execução de contribuições previdenciárias atinentes ao vínculo de trabalho reconhecido na decisão, mas sem condenação ou acordo quanto ao pagamento das verbas salariais que lhe possam servir como base de cálculo.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. JOAQUIM BARBOSA,RE 569056
35,"a) Tarifa básica de assinatura do serviço de telefonia fixa._x000D_
b) Competência para processar e julgar ação em que se discute a legalidade da cobrança da tarifa básica de assinatura do serviço de telefonia fixa._x000D_","I – Compete à Justiça Estadual processar e julgar ação ajuizada pelo consumidor contra concessionária de serviço público de telefonia na qual não haja interesse jurídico da Anatel em integrar a lide;*_x000D_
II - A questão alusiva à cobrança da tarifa de assinatura básica mensal é unicamente de direito e não apresenta complexidade apta a afastar o seu processamento pelo Juizado Especial; e_x000D_
III – A questão da cobrança de assinatura ou tarifa mensal básica da telefonia fixa tem natureza infraconstitucional e a ela são atribuídos os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE n. 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009._x000D_
* Exclusivamente quanto a esse ponto, o Tribunal reconheceu a existência de repercussão geral.",Ativo · RG negada - questão sem relevância,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. AYRES BRITTO,RE 567454
34,"Ampliação da base de cálculo e majoração da alíquota da COFINS pela Lei nº 10.833/2003, resultante da conversão da Medida Provisória nº 135/2003.","É constitucional a previsão em lei ordinária que introduz a sistemática da não-cumulatividade a COFINS dado que observa os princípios da legalidade, isonomia, capacidade contributiva global e não-confisco.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 570122
33,Relevância e urgência da medida provisória nº 2.170-36/2001 que disciplina a capitalização de juros com periodicidade inferior a um ano nas operações realizadas pelas instituições integrantes do Sistema Financeiro Nacional._x000D_,"Os requisitos de relevância e urgência previstos no art. 62 da Constituição Federal estão presentes na Medida Provisória 2.170-36/2001, que autoriza a capitalização de juros com periodicidade inferior a um ano nas operações realizadas pelas instituições integrantes do Sistema Financeiro Nacional.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. MARCO AURÉLIO,RE 592377
32,Reserva de lei complementar para instituir requisitos à concessão de imunidade tributária às entidades beneficentes de assistência social.,"A lei complementar é forma exigível para a definição do modo beneficente de atuação das entidades de assistência social contempladas pelo art. 195, § 7º, da CF, especialmente no que se refere à instituição de contrapartidas a serem por elas observadas.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. ROSA WEBER,RE 566622
31,Exigência de garantia real ou fidejussória para impressão de documentos fiscais de contribuintes inadimplentes.,"É inconstitucional o uso de meio indireto coercitivo para pagamento de tributo – “sanção política” –, tal qual ocorre com a exigência, pela Administração Tributária, de fiança, garantia real ou fidejussória como condição para impressão de notas fiscais de contribuintes com débitos tributários.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 565048
30,Direito de servidor comissionado exonerado receber férias não gozadas acrescidas de um terço._x000D_,"I - O direito individual às férias é adquirido após o período de doze meses trabalhados, sendo devido o pagamento do terço constitucional independente do exercício desse direito; _x000D_
II - A ausência de previsão legal não pode restringir o direito ao pagamento do terço constitucional aos servidores exonerados de cargos comissionados que não usufruíram férias.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 570908
29,"Vício de iniciativa de lei municipal, proposta pelo Poder Legislativo local, que veda a contratação de parentes de 1º e 2º graus do Prefeito e Vice-Prefeito para ocuparem cargos comissionados._x000D_",Leis que tratam dos casos de vedação a nepotismo não são de iniciativa exclusiva do Chefe do Poder Executivo.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 570392
28,Fracionamento da execução com expedição de precatório para pagamento de parte incontroversa da condenação.,Surge constitucional expedição de precatório ou requisição de pequeno valor para pagamento da parte incontroversa e autônoma do pronunciamento judicial transitada em julgado observada a importância total executada para efeitos de dimensionamento como obrigação de pequeno valor.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. MARCO AURÉLIO,RE 1205530
27,Meios de comprovação do estado miserabilidade do idoso para fins de percepção de benefício de assistência continuada.,"É inconstitucional o § 3º do artigo 20 da Lei 8.742/1993, que estabelece a renda familiar mensal per capita inferior a um quarto do salário mínimo como requisito obrigatório para concessão do benefício assistencial de prestação continuada previsto no artigo 203, V, da Constituição.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ASSISTENCIAL,MIN. MARCO AURÉLIO,RE 567985
26,Concessão de aposentadoria especial a policiais civis nos termos da Lei Complementar nº 51/1985._x000D_,O inciso I do artigo 1º da Lei complementar 51/1985 foi recepcionado pela Constituição Federal de 1988.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 567110
25,Vinculação do adicional de insalubridade ao salário mínimo._x000D_,"Salvo nos casos previstos na Constituição, o salário mínimo não pode ser usado como indexador de base de cálculo de vantagem de servidor público ou de empregado, nem ser substituído por decisão judicial.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 565714
24,Base de cálculo do adicional por tempo de serviço de servidor público admitido antes da Emenda Constitucional nº 19/98._x000D_,"I - O art. 37, XIV, da Constituição Federal, na redação dada pela Emenda Constitucional 19/98, é autoaplicável;               _x000D_
II - Não há direito adquirido a regime jurídico, notadamente à forma de composição da remuneração de servidores públicos, observada a garantia da irredutibilidade de vencimentos.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 563708
23,Equiparação remuneratória entre procuradores autárquicos e procuradores estaduais.,"A questão da possibilidade de equiparação dos proventos dos Procuradores de Autarquia e dos Procuradores de Estado para incidência do teto remuneratório da Emenda Constitucional n. 41/2003 não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda ao interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,RE 562581
22,Restrição à participação em concurso público de candidato que responde a processo criminal.,"Sem previsão constitucionalmente adequada e instituída por lei, não é legítima a cláusula de edital de concurso público que restrinja a participação de candidato pelo simples fato de responder a inquérito ou ação penal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUÍS ROBERTO BARROSO,RE 560900
21,Fixação de alíquota progressiva para o imposto sobre transmissão causa mortis e doação._x000D_,É constitucional a fixação de alíquota progressiva para o Imposto sobre Transmissão Causa Mortis e Doação — ITCD.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. RICARDO LEWANDOWSKI,RE 562045
20,"Alcance da expressão “folha de salários”, para fins de instituição de contribuição social sobre o total das remunerações.","A contribuição social a cargo do empregador incide sobre ganhos habituais do empregado, quer anteriores ou posteriores à Emenda Constitucional nº 20/1998.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 565160
19,Indenização pelo não-encaminhamento de projeto de lei de reajuste anual dos vencimentos de servidores públicos.,"O não encaminhamento de projeto de lei de revisão anual dos vencimentos dos servidores públicos, previsto no inciso X do art. 37 da CF/1988, não gera direito subjetivo a indenização. Deve o Poder Executivo, no entanto, se pronunciar, de forma fundamentada, acerca das razões pelas quais não propôs a revisão.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUÍS ROBERTO BARROSO,RE 565089
18,Fracionamento de execução contra a Fazenda Pública para pagamento de honorários advocatícios.,"Os honorários advocatícios incluídos na condenação ou destacados do montante principal devido ao credor consubstanciam verba de natureza alimentar cuja satisfação ocorrerá com a expedição de precatório ou requisição de pequeno valor, observada ordem especial restrita aos créditos dessa natureza.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. EROS GRAU,RE 564132
17,"a) Possibilidade de cobrança de ligações sem discriminação dos pulsos além da franquia;
b) Justiça competente para dirimir controvérsias acerca da possibilidade de cobrança de ligações sem discriminação dos pulsos além da franquia.","Compete à Justiça estadual julgar causas entre consumidor e concessionária de serviço público de telefonia, quando a ANATEL não seja litisconsorte passiva necessária, assistente, nem opoente.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO DO CONSUMIDOR,MIN. ELLEN GRACIE,RE 571572
